"","study_ID","CompOC_BUFF_COMPANION_PLAYER_ENEMY","CompOC_DEATH_PLAYER_ENEMY_PLAYER","CompOC_NERF_COMPANION_PLAYER_ENEMY","CompOC_NERF_PLAYER_PLAYER_ENEMY","CompOC_SEC_ATTACK_COMPANION_COMPANION_ENEMY","CompOC_SEC_ATTACK_PLAYER_PLAYER_ENEMY","CompOF_BUFF_COMPANION_PLAYER_ENEMY","CompOF_BUFF_PLAYER_COMPANION_ENEMY","CompOF_BUFF_PLAYER_PLAYER_ENEMY","CompOF_NERF_COMPANION_COMPANION_ENEMY","CompOF_NERF_COMPANION_PLAYER_ENEMY","CompOF_NERF_PLAYER_COMPANION_ENEMY","CompOF_NERF_PLAYER_PLAYER_ENEMY","CompOF_SEC_ATTACK_COMPANION_COMPANION_ENEMY","CompOF_SEC_ATTACK_PLAYER_PLAYER_ENEMY","CompSC_BUFF_COMPANION_COMPANION_ENEMY","CompSC_BUFF_COMPANION_PLAYER_ENEMY","CompSC_NERF_COMPANION_PLAYER_ENEMY","CompSC_NERF_PLAYER_COMPANION_ENEMY","CompSC_NERF_PLAYER_PLAYER_ENEMY","CompSC_SEC_ATTACK_COMPANION_COMPANION_ENEMY","CompSC_SEC_ATTACK_PLAYER_PLAYER_ENEMY","CompSF_BUFF_COMPANION_PLAYER_ENEMY","CompSF_DEATH_PLAYER_ENEMY_PLAYER","CompSF_NERF_COMPANION_COMPANION_ENEMY","CompSF_NERF_COMPANION_PLAYER_ENEMY","CompSF_SEC_ATTACK_COMPANION_COMPANION_ENEMY","CompOC_FINAL","CompOF_FINAL","CompSC_FINAL","CompSF_FINAL"
"1",0,5,18,1,3,15,3,1,1,1,3,12,2,3,12,5,14,2,1,2,1,18,4,1,31,12,1,8,"2404","13484","11660","346"
