"CompOC_BUFF_COMPANION_COMPANION_ENEMY","CompOC_BUFF_COMPANION_PLAYER_ENEMY","CompOC_NERF_COMPANION_COMPANION_ENEMY","CompOC_NERF_COMPANION_PLAYER_ENEMY","CompOF_BUFF_COMPANION_COMPANION_ENEMY","CompOF_BUFF_COMPANION_PLAYER_ENEMY","CompOF_NERF_COMPANION_COMPANION_ENEMY","CompOF_NERF_COMPANION_PLAYER_ENEMY","CompSC_BUFF_COMPANION_COMPANION_ENEMY","CompSC_BUFF_COMPANION_PLAYER_ENEMY","CompSC_NERF_COMPANION_PLAYER_ENEMY","CompSF_BUFF_COMPANION_COMPANION_ENEMY","CompSF_BUFF_COMPANION_PLAYER_ENEMY","CompSF_NERF_COMPANION_COMPANION_ENEMY","CompSF_NERF_COMPANION_PLAYER_ENEMY","CompOC_FINAL","CompOF_FINAL","CompSC_FINAL","CompSF_FINAL","PLAYER_ACCURACY_CompOC","PLAYER_ACCURACY_CompOF","PLAYER_ACCURACY_CompSC","PLAYER_ACCURACY_CompSF","COMPANION_ACCURACY_CompOC","COMPANION_ACCURACY_CompOF","COMPANION_ACCURACY_CompSC","COMPANION_ACCURACY_CompSF","Sex","Age","Occupation","How.often.do.you.play.video.games.","Do.you.enjoy.games.that.offer.companions.to.aid.your.journeys.","CompSC_PERCEIVED_FREQ_NERF_PLAYER_ENEMY","CompSC_PERCEIVED_FREQ_BUFF_COMPANION_ENEMY","CompSC_PERCEIVED_FREQ_BUFF_PLAYER_ENEMY","CompSC_PERCEIVED_FREQ_NERF_COMPANION_ENEMY","CompSC_EXPERIENCE_RATE","CompSF_PERCEIVED_FREQ_NERF_COMPANION_ENEMY","CompSF_PERCEIVED_FREQ_BUFF_COMPANION_ENEMY","CompSF_PERCEIVED_FREQ_NERF_PLAYER_ENEMY","CompSF_PERCEIVED_FREQ_BUFF_PLAYER_ENEMY","CompSF_EXPERIENCE_RATE","CompOC_PERCEIVED_FREQ_BUFF_PLAYER_ENEMY","CompOC_PERCEIVED_FREQ_BUFF_COMPANION_ENEMY","CompOC_PERCEIVED_FREQ_NERF_COMPANION_ENEMY","CompOC_PERCEIVED_FREQ_NERF_PLAYER_ENEMY","CompOC_EXPERIENCE_RATE","CompOF_PERCEIVED_FREQ_BUFF_COMPANION_ENEMY","CompOF_PERCEIVED_FREQ_NERF_COMPANION_ENEMY","CompOF_PERCEIVED_FREQ_NERF_PLAYER_ENEMY","CompOF_PERCEIVED_FREQ_BUFF_PLAYER_ENEMY","CompOF_EXPERIENCE_RATE","X.I.see.myself.as.a.","OBSERVED_QUADRANT","GEQ_SCORE_SC_PSYCHOLOGICAL_INVOLVEMENT_EMPATHY","GEQ_SCORE_SC_PSYCHOLOGICAL_INVOLVEMENT_NEGATIVE_FEELINGS","GEQ_SCORE_SC_PSYCHOLOGICAL_BEHAVIOURAL_INVOLVEMENT","GEQ_SCORE_SF_PSYCHOLOGICAL_INVOLVEMENT_EMPATHY","GEQ_SCORE_SF_PSYCHOLOGICAL_INVOLVEMENT_NEGATIVE_FEELINGS","GEQ_SCORE_SF_PSYCHOLOGICAL_BEHAVIOURAL_INVOLVEMENT","GEQ_SCORE_OC_PSYCHOLOGICAL_INVOLVEMENT_EMPATHY","GEQ_SCORE_OC_PSYCHOLOGICAL_INVOLVEMENT_NEGATIVE_FEELINGS","GEQ_SCORE_OC_PSYCHOLOGICAL_BEHAVIOURAL_INVOLVEMENT","GEQ_SCORE_OF_PSYCHOLOGICAL_INVOLVEMENT_EMPATHY","GEQ_SCORE_OF_PSYCHOLOGICAL_INVOLVEMENT_NEGATIVE_FEELINGS","GEQ_SCORE_OF_PSYCHOLOGICAL_BEHAVIOURAL_INVOLVEMENT","IMI_INTEREST_ENJOYMENT_SCORE","CompSC_NERF_COMPANION_COMPANION_ENEMY"
2,13,0,1,2,1,1,13,14,2,1,0,3,13,1,3236,3578,6724,2997,0.875251509054326,0.4125,0.702290076335878,0.695918367346939,0.91792656587473,0.875912408759124,0.97786333012512,0.64804469273743,"Feminine",18,"Student","I make some time in my schedule to play video games.","I played/watched others play them enough to understand I do not appreciate them.",3,4,1,2,4,5,1,2,1,3,5,1,1,1,3,4,4,4,4,6,"3","1",1.66666666666667,0.8,1.66666666666667,0.666666666666667,0.4,1.33333333333333,0.833333333333333,1,2,2.5,1.2,3.33333333333333,5.85714285714286,0
1,13,1,1,3,1,0,12,14,2,1,0,3,14,0,3972,2696,4320,1844,0.65374677002584,0.424561403508772,0.65625,0.772200772200772,0.910133843212237,0.871186440677966,0.954397394136808,0.617647058823529,"Feminine",18,"Student","I make some time in my schedule to play video games.","I am not familiar with these games and/or have no formed opinion on them.",4,4,4,4,7,4,3,4,4,7,3,5,4,1,3,4,5,3,4,7,"3","1",3.16666666666667,0,1.16666666666667,3.33333333333333,1.2,2,0.166666666666667,0.2,1.16666666666667,3.5,1.6,2.66666666666667,7,0
0,13,2,1,1,1,1,13,12,2,2,0,3,14,0,8714,12527,15138,8304,0.948336252189142,0.557251908396947,0.879781420765027,0.849315068493151,0.842105263157895,0.856666666666667,0.933884297520661,0.720930232558139,"Masculine",22,"Student","I play video games occasionally when the opportunity presents itself.","I enjoy them and have played/watched others play them multiple times.",1,3,1,1,5,4,1,1,4,6,4,1,4,2,6,1,4,4,3,4,"0","0",1.83333333333333,1,1.33333333333333,0.833333333333333,1.4,1.66666666666667,1.66666666666667,1.4,1.33333333333333,0.5,1,1,4.42857142857143,0
1,12,1,1,1,1,1,14,15,1,2,0,3,14,0,8458,4434,5374,3930,0.932971014492754,0.61340206185567,0.742718446601942,0.82520325203252,0.889518413597734,0.848484848484849,0.976359338061466,0.549707602339181,"Masculine",21,"Student","I play video games occasionally when the opportunity presents itself.","I enjoy them and have played/watched others play them multiple times.",4,2,3,4,4,3,2,3,2,5,2,1,5,1,5,1,5,5,1,3,"1","1",1.83333333333333,0.8,2,2.5,0.6,2.16666666666667,2.66666666666667,1.4,2.16666666666667,2.16666666666667,2.2,2.33333333333333,6.28571428571429,0
0,13,2,1,2,1,0,12,13,4,0,0,3,13,1,705,1495,1552,946,0.942640692640693,0.593155893536122,0.822916666666667,0.869565217391304,0.802631578947368,0.856088560885609,0.914675767918089,0.588888888888889,"Feminine",22,"Student","I play video games occasionally when the opportunity presents itself.","I am not familiar with these games and/or have no formed opinion on them.",1,4,2,2,6,4,2,1,3,6,4,2,4,2,6,2,2,5,1,7,"1","1",2,0.8,1.16666666666667,3,1.2,3,1.66666666666667,0.6,1.5,3.33333333333333,1.2,2.33333333333333,6,0
1,14,1,1,1,1,1,12,14,3,0,0,2,15,1,13713,7746,15038,14595,0.94640522875817,0.578571428571429,0.880681818181818,0.932917316692668,0.911111111111111,0.977640709329221,0.957303370786517,0.616279069767442,"Masculine",22,"Student","I play video games occasionally when the opportunity presents itself.","I enjoy them and have played/watched others play them multiple times.",1,5,4,1,7,5,1,1,2,2,3,2,1,1,6,1,1,5,1,1,"1","0",2.66666666666667,0.6,1.5,0.833333333333333,0.4,0.5,2.66666666666667,0.4,1.5,0,1.6,0.333333333333333,7,0
0,12,3,1,2,1,1,13,14,1,2,0,3,13,1,4682,8323,8570,7841,0.960620525059666,0.490118577075099,0.725274725274725,0.62962962962963,0.824324324324324,0.825688073394495,0.95045045045045,0.637931034482759,"Masculine",20,"Student","I make some time in my schedule to play video games.","I enjoy them and have played/watched others play them multiple times.",3,4,2,1,6,4,2,1,2,6,5,1,2,2,3,1,4,3,2,6,"3","1",1.83333333333333,1,2.33333333333333,2.66666666666667,1.4,2.83333333333333,0.666666666666667,1.6,1.16666666666667,3.16666666666667,1.2,3.5,6.14285714285714,0
0,13,2,1,2,1,1,12,13,3,1,0,2,12,1,737,805,1933,468,0.954444444444444,0.517730496453901,0.836930455635492,0.733870967741935,0.766393442622951,0.809716599190283,0.927745664739884,0.886416861826698,"Feminine",21,"Student","I play video games occasionally when the opportunity presents itself.","I enjoy them and have played/watched others play them multiple times.",4,3,2,3,7,2,2,1,1,3,4,4,4,2,6,4,4,3,2,7,"1","3",3,1.8,2.16666666666667,0.833333333333333,1.2,2.16666666666667,2.33333333333333,1.2,1.5,3.5,2.6,2.83333333333333,6,0
1,13,1,1,1,1,2,14,14,2,1,0,3,14,0,6250,3408,7211,4628,0.933638443935927,0.816,0.981481481481482,0.940350877192982,0.804878048780488,0.81042654028436,0.966597077244259,0.551515151515152,"Masculine",17,"Student","I make some time in my schedule to play video games.","I enjoy them and have played/watched others play them multiple times.",1,5,5,1,4,5,1,1,4,4,4,3,3,4,6,2,2,4,5,5,"1","1",1,1.6,1.66666666666667,0.5,1.8,1.16666666666667,2.16666666666667,1.6,2.83333333333333,2,1.2,1.5,6.28571428571429,0
2,14,0,1,0,1,2,13,14,2,1,0,3,14,0,5173,7510,9914,6363,0.773175542406312,0.542168674698795,0.666666666666667,0.706632653061224,0.932084309133489,0.875,0.969964664310954,0.751173708920188,"Masculine",19,"Student","I make some time in my schedule to play video games.","I enjoy them and have played/watched others play them multiple times.",1,4,4,1,5,4,1,1,4,6,1,1,4,4,5,1,4,4,1,5,"0","2",1.33333333333333,1,3,1.33333333333333,1.2,2.83333333333333,0.833333333333333,0.8,2.33333333333333,1.83333333333333,0.4,3.16666666666667,6.42857142857143,0
0,13,2,1,0,1,3,14,14,3,0,0,4,13,0,3646,5992,6883,5275,0.962795941375423,0.799319727891156,0.957816377171216,0.967213114754098,0.790076335877863,0.839357429718876,0.955512572533849,0.644670050761421,"Masculine",19,"Student","I play video games occasionally when the opportunity presents itself.","I enjoy them and have played/watched others play them multiple times.",1,4,3,1,7,4,1,1,3,6,5,1,2,2,1,1,1,4,2,3,"0","0",0.5,0,1.66666666666667,0.333333333333333,0,1.66666666666667,0,0.8,1.5,0,0,2.66666666666667,6.42857142857143,0
2,13,1,1,0,1,2,12,13,2,1,0,3,14,1,8126,769,10163,7303,0.834307992202729,0.436893203883495,0.781725888324873,0.756476683937824,0.930787589498807,0.872427983539095,0.942430703624733,0.659090909090909,"Masculine",22,"Student","I make some time in my schedule to play video games.","I played/watched others play them enough to understand I do not appreciate them.",4,4,4,3,5,2,1,4,3,5,5,2,3,1,4,2,2,4,3,6,"2","0",0.666666666666667,0,1.83333333333333,1.16666666666667,0.2,1.66666666666667,0.833333333333333,0,1.16666666666667,1.16666666666667,0,3,6.28571428571429,0
0,12,2,1,2,1,0,13,14,3,0,0,2,14,1,5641,14519,10444,5896,0.750819672131148,0.538461538461538,0.695035460992908,0.676,0.818181818181818,0.815533980582524,0.923809523809524,0.58974358974359,"Masculine",20,"Student","I make some time in my schedule to play video games.","I enjoy them and have played/watched others play them multiple times.",2,3,4,2,4,3,1,3,3,2,5,3,2,1,3,2,2,5,3,6,"3","3",1.16666666666667,1.4,1.5,0.333333333333333,1,1.66666666666667,1.33333333333333,1.6,1.66666666666667,3,1.4,3.16666666666667,6.28571428571429,0
0,12,3,1,2,1,1,13,13,2,1,0,2,13,1,7398,4502,8184,4380,0.858017135862913,0.398625429553265,0.695035460992908,0.589171974522293,0.797202797202797,0.817813765182186,0.948148148148148,0.534090909090909,"Masculine",19,"Student","I make some time in my schedule to play video games.","I enjoy them and have played/watched others play them multiple times.",3,5,2,2,6,5,2,5,2,7,4,2,2,3,5,2,2,5,1,5,"3","1",2.5,1.6,2.33333333333333,3,2,2.83333333333333,3,2,2.66666666666667,2.66666666666667,2,2.5,6.71428571428571,0
1,11,1,1,1,1,1,13,15,3,0,0,3,14,0,4590,4849,7070,1418,0.869736842105263,0.501960784313725,0.740181268882175,0.750692520775623,0.860805860805861,0.803571428571429,0.93483709273183,0.640718562874252,"Masculine",22,"Student;Worker","I make some time in my schedule to play video games.","I am not familiar with these games and/or have no formed opinion on them.",1,4,4,1,3,5,1,1,5,2,5,1,1,1,4,2,4,4,2,5,"3","1",0.666666666666667,1,1.5,1.5,2.2,3.16666666666667,0.666666666666667,1,2,2,1.2,2.16666666666667,4.71428571428571,0
1,13,2,1,1,1,2,14,14,3,0,0,1,13,3,3180,4138,12766,3988,0.926916221033868,0.416666666666667,0.802005012531328,0.485074626865672,0.948453608247423,0.782178217821782,0.951505016722408,0.534090909090909,"Masculine",20,"Student","I make some time in my schedule to play video games.","I enjoy them and have played/watched others play them multiple times.",1,5,2,1,4,5,1,2,2,6,5,1,2,3,5,1,3,5,1,3,"0","1",1.33333333333333,0.8,2.33333333333333,2.33333333333333,0.4,3.33333333333333,1.16666666666667,0.8,2.16666666666667,1,1,2.16666666666667,5,0
1,14,1,1,0,1,2,12,13,3,0,0,1,14,2,6448,7543,7349,5651,0.838526912181303,0.579335793357934,0.693950177935943,0.690909090909091,0.84304932735426,0.824786324786325,0.927631578947368,0.617142857142857,"Masculine",18,"Student","I make some time in my schedule to play video games.","I played/watched others play them enough to understand I do not appreciate them.",2,5,3,2,6,3,2,5,1,6,5,3,2,2,4,3,3,4,3,7,"1","1",2.5,0.2,0.666666666666667,2.83333333333333,1.4,2,1.5,1.2,1.5,3.5,1,3,3.85714285714286,0
1,13,1,1,2,1,0,13,14,3,0,0,3,14,1,6465,9046,14891,4086,0.866666666666667,0.493562231759657,0.762430939226519,0.774011299435028,0.858620689655172,0.931547619047619,0.958781362007168,0.69364161849711,"Masculine",18,"Student","I play video games occasionally when the opportunity presents itself.","I enjoy them and have played/watched others play them multiple times.",1,5,3,1,6,3,1,4,1,6,4,3,3,3,5,2,3,4,2,6,"1","1",1.5,1.4,1.16666666666667,1.66666666666667,1.2,2.5,2.16666666666667,0.6,2.33333333333333,2,0.6,2,5.85714285714286,0
1,12,1,1,1,1,2,14,12,1,2,0,1,14,2,4494,2249,4118,1098,0.868471953578337,0.456310679611651,0.860887096774194,0.662745098039216,0.858356940509915,0.797101449275362,0.919871794871795,0.635869565217391,"Feminine",21,"Student","I play video games occasionally when the opportunity presents itself.","I am not familiar with these games and/or have no formed opinion on them.",1,5,1,1,3,5,1,2,2,3,5,1,2,1,2,1,2,4,2,5,"1","1",0.833333333333333,0.2,0.5,0.166666666666667,0.4,0.333333333333333,0,0.4,0.5,1.5,0,2,4.28571428571429,0
2,13,0,1,1,1,1,14,13,1,2,0,2,14,1,8048,6751,8395,4054,0.995668316831683,0.616766467065868,0.856716417910448,0.670103092783505,0.888,0.867256637168142,0.927272727272727,0.563218390804598,"Masculine",19,"Student","I make some time in my schedule to play video games.","I played/watched others play them enough to understand I do not appreciate them.",2,3,4,2,3,4,1,4,1,7,5,1,1,1,2,1,2,5,1,7,"2","1",1,1.6,2,4,1.2,3.83333333333333,0.5,2.2,2.83333333333333,3.66666666666667,0,2.33333333333333,7,0
2,12,0,1,1,1,2,13,13,3,0,0,3,14,0,2457,5596,5444,2425,0.923006416131989,0.501831501831502,0.770780856423174,0.803455723542117,0.951635846372688,0.909090909090909,0.924924924924925,0.627329192546584,"Masculine",18,"Student","I play video games occasionally when the opportunity presents itself.","I played/watched others play them enough to understand I do not appreciate them.",1,4,3,1,1,2,3,2,1,1,4,3,3,4,6,3,4,3,2,4,"3","1",0,1.4,0.833333333333333,0.5,1.4,1.16666666666667,1.83333333333333,0.4,2.16666666666667,2.83333333333333,0.2,0.833333333333333,6,0
2,13,0,1,1,1,1,13,13,1,2,0,3,13,1,2458,2613,3779,1708,0.851674641148325,0.493333333333333,0.685714285714286,0.687285223367698,0.926546391752577,0.808306709265176,0.965593784683685,0.588888888888889,"Masculine",18,"Student","I play video games occasionally when the opportunity presents itself.","I am not familiar with these games and/or have no formed opinion on them.",2,1,3,5,6,4,3,1,2,6,5,5,1,1,3,1,1,4,3,4,"1","1",2.66666666666667,1.8,2,3.16666666666667,1.2,3.5,1.33333333333333,1.8,2.33333333333333,1.16666666666667,2.2,2.16666666666667,6.71428571428571,0
0,13,2,1,2,1,0,13,13,4,0,0,3,13,1,6747,5151,6542,4010,0.722713864306785,0.423913043478261,0.688888888888889,0.779487179487179,0.845559845559846,0.808035714285714,0.934931506849315,0.668571428571429,"Masculine",17,"Student","I play video games occasionally when the opportunity presents itself.","I enjoy them and have played/watched others play them multiple times.",3,4,3,2,5,3,2,2,3,2,5,1,1,1,2,4,1,5,1,7,"1","1",2.66666666666667,1,2.5,0.166666666666667,1.4,1.5,0,2.4,2,3.66666666666667,1,3.5,5.57142857142857,0
1,11,0,1,3,1,0,13,13,3,0,0,4,13,0,7450,4515,4748,2101,0.921507064364207,0.639004149377593,0.842824601366743,0.945121951219512,0.89501312335958,0.89247311827957,0.945364238410596,0.608187134502924,"Masculine",18,"Student","I play video games occasionally when the opportunity presents itself.","I am not familiar with these games and/or have no formed opinion on them.",1,5,2,2,3,4,2,3,2,5,5,1,5,4,4,1,1,5,1,6,"3","3",0,1,1.5,1.66666666666667,0.4,0.666666666666667,0,2,3.16666666666667,2.83333333333333,1,2.16666666666667,4.57142857142857,0
0,13,2,1,0,1,2,12,13,4,0,0,2,14,1,8311,5728,9094,6588,0.828451882845188,0.437751004016064,0.723032069970845,0.556338028169014,0.821576763485477,0.884210526315789,0.950354609929078,0.630681818181818,"Masculine",17,"Student","I play video games occasionally when the opportunity presents itself.","I enjoy them and have played/watched others play them multiple times.",4,4,3,3,5,5,1,2,3,3,5,1,2,1,1,1,1,5,2,6,"3","1",2.5,1,3.33333333333333,1.16666666666667,1.2,2.83333333333333,0,1.8,2.5,2.83333333333333,1.2,2.5,7,0
1,12,1,1,1,1,1,13,13,3,0,0,2,14,1,5869,5964,5358,5356,0.715492957746479,0.475806451612903,0.695384615384615,0.607547169811321,0.85140562248996,0.820846905537459,0.934065934065934,0.634730538922156,"Masculine",18,"Student","I play video games occasionally when the opportunity presents itself.","I am not familiar with these games and/or have no formed opinion on them.",2,5,2,1,2,4,1,3,1,5,4,2,3,2,5,1,2,5,2,7,"1","1",1,1.6,1.83333333333333,2.16666666666667,1.4,1.66666666666667,2.5,1,2,3.16666666666667,1,3.16666666666667,5.42857142857143,0
1,13,2,1,0,1,2,11,15,1,2,0,4,14,0,11042,15704,8577,6665,0.913725490196078,0.540178571428571,0.924863387978142,0.904761904761905,0.867579908675799,0.824267782426778,0.916387959866221,0.567073170731707,"Masculine",18,"Student","I make some time in my schedule to play video games.","I am not familiar with these games and/or have no formed opinion on them.",3,3,3,3,5,5,1,1,4,5,5,1,3,1,4,1,1,5,2,6,"1","0",3.16666666666667,0.6,1.5,2.83333333333333,0.8,1.66666666666667,2.16666666666667,0.8,2.83333333333333,2.5,0.8,1.5,4.14285714285714,0
1,13,1,1,2,1,0,13,11,2,1,0,3,14,0,7519,5934,5607,5423,0.921212121212121,0.534883720930233,0.942482341069627,0.93758865248227,0.851851851851852,0.891228070175439,0.925207756232687,0.678362573099415,"Masculine",19,"Student","I make some time in my schedule to play video games.","I enjoy them and have played/watched others play them multiple times.",2,3,2,3,4,3,2,2,2,3,2,2,2,2,4,2,2,2,2,4,"0","0",1.16666666666667,1.6,0.833333333333333,0.833333333333333,1.2,0.166666666666667,0.166666666666667,1.2,0,0.166666666666667,1,0,3.42857142857143,0
1,14,1,1,1,1,2,13,14,1,2,0,2,13,1,5697,7996,9577,7265,0.955241460541814,0.42152466367713,0.78839590443686,0.754716981132076,0.902127659574468,0.845410628019324,0.963597430406852,0.618181818181818,"Masculine",21,"Student","I play video games occasionally when the opportunity presents itself.","I enjoy them and have played/watched others play them multiple times.",2,5,1,2,6,2,1,1,4,6,5,1,2,1,2,1,2,4,3,6,"1","1",2.66666666666667,0.8,2,2.66666666666667,0.4,2.5,0.333333333333333,2,2.33333333333333,4,1.2,4,5.57142857142857,0
2,13,0,1,0,1,3,13,14,3,0,0,2,13,1,6414,5030,6767,11610,0.798464491362764,0.432525951557093,0.725761772853186,0.80316742081448,0.897959183673469,0.847583643122677,0.951785714285714,0.652631578947368,"Masculine",18,"Student","I make some time in my schedule to play video games.","I am not familiar with these games and/or have no formed opinion on them.",1,5,4,1,3,2,3,1,1,5,5,4,1,2,4,1,3,5,2,5,"3","1",0.833333333333333,1.4,1.5,2.66666666666667,1.4,2.5,1.83333333333333,1.8,2.16666666666667,2.83333333333333,1,2.5,4.71428571428571,0
0,12,2,1,2,1,1,13,13,1,2,0,3,12,1,8802,10527,28898,13720,0.87378640776699,0.578512396694215,0.684210526315789,0.704918032786885,0.956714761376249,0.861344537815126,0.956772334293948,0.716577540106952,"Masculine",19,"Student","I play video games occasionally when the opportunity presents itself.","I played/watched others play them enough to understand I do not appreciate them.",2,5,5,1,7,4,1,1,5,3,4,1,4,1,2,1,1,4,3,3,"0","2",1.33333333333333,0,1,0.166666666666667,0.4,1.16666666666667,0.333333333333333,1,1.5,1.66666666666667,0.8,2.5,5.71428571428571,0
0,12,2,1,1,1,1,13,14,1,2,0,2,14,1,12960,10215,10405,7110,0.792817679558011,0.466926070038911,0.848936170212766,0.613382899628253,0.809302325581395,0.896057347670251,0.957627118644068,0.636363636363636,"Masculine",19,"Student","I play video games occasionally when the opportunity presents itself.","I enjoy them and have played/watched others play them multiple times.",1,5,2,3,3,4,3,2,3,5,4,2,2,4,6,1,1,5,3,7,"1","1",1.5,1.4,1.16666666666667,2.66666666666667,1,2.16666666666667,2.83333333333333,1,3,3.66666666666667,1.2,3.16666666666667,7,0
0,13,2,1,0,1,2,13,13,2,2,0,2,14,1,6004,4307,5750,4798,0.734536082474227,0.548780487804878,0.778082191780822,0.649851632047478,0.889937106918239,0.834558823529412,0.971786833855799,0.697802197802198,"Masculine",20,"Student","I make some time in my schedule to play video games.","I enjoy them and have played/watched others play them multiple times.",1,5,2,1,6,4,4,2,4,5,5,1,2,1,3,1,4,3,3,6,"1","1",2.16666666666667,0.8,2.83333333333333,1.5,2,3.66666666666667,0.833333333333333,3,4,2.16666666666667,0.8,2,5.42857142857143,0
1,14,1,1,2,1,0,13,14,1,2,0,3,13,0,14711,10694,7425,5180,0.84990253411306,0.548042704626335,0.718390804597701,0.651724137931034,0.815331010452962,0.905707196029777,0.987735849056604,0.695238095238095,"Masculine",21,"Student","I make some time in my schedule to play video games.","I enjoy them and have played/watched others play them multiple times.",2,5,3,1,5,2,2,1,5,4,5,2,3,1,6,4,2,5,1,6,"3","1",0.166666666666667,0.4,2.33333333333333,0.166666666666667,0.4,1.66666666666667,0.666666666666667,0.8,2.5,1.16666666666667,0.4,3.33333333333333,4.28571428571429,0
1,14,1,1,1,1,1,13,12,1,2,0,1,13,3,0,1091,1723,312,0.980707395498392,0.514084507042254,0.735135135135135,0.774104683195592,0.804597701149425,0.723076923076923,0.938080495356037,0.585492227979275,"Feminine",24,"Student","I play video games occasionally when the opportunity presents itself.","I am not familiar with these games and/or have no formed opinion on them.",3,3,3,3,5,3,3,3,3,5,4,2,2,2,3,2,4,4,2,5,"1","0",3,1.4,2.66666666666667,2.16666666666667,0.8,1.83333333333333,0.833333333333333,1.4,2,2.5,1.2,2.5,5.42857142857143,0
0,13,2,1,1,1,2,13,12,3,1,0,2,13,2,7272,6657,8357,4963,0.914252607184241,0.525,0.7,0.701492537313433,0.912587412587413,0.861244019138756,0.939285714285714,0.689655172413793,"Masculine",19,"Student","I play video games occasionally when the opportunity presents itself.","I enjoy them and have played/watched others play them multiple times.",2,2,4,4,4,5,2,2,4,3,5,1,5,1,1,2,4,5,1,6,"0","2",1.33333333333333,0.4,1.66666666666667,0.666666666666667,0,0.666666666666667,0.166666666666667,0,1.33333333333333,2.5,1.2,2.16666666666667,5,0
1,13,1,1,1,1,1,13,13,3,0,0,3,12,1,6475,7990,4195,5792,0.792176039119804,0.474103585657371,0.592715231788079,0.597269624573379,0.822641509433962,0.850340136054422,0.947530864197531,0.558659217877095,"Masculine",18,"Student","I play video games occasionally when the opportunity presents itself.","I enjoy them and have played/watched others play them multiple times.",3,3,3,4,5,4,2,3,2,6,5,2,2,2,6,1,2,3,1,6,"3","1",1.33333333333333,0.8,2,1.33333333333333,0,1.5,1,0,2.16666666666667,0.666666666666667,0,1,5,0
2,13,0,1,0,1,2,12,14,1,2,0,2,13,1,2158,2517,1932,1288,0.803722504230118,0.463087248322148,0.607692307692308,0.617721518987342,0.931133428981349,0.960538979788258,0.910958904109589,0.606060606060606,"Feminine",22,"Student","I play video games occasionally when the opportunity presents itself.","I am not familiar with these games and/or have no formed opinion on them.",2,3,3,3,5,3,3,1,2,3,4,2,2,2,6,4,4,5,2,4,"1","0",1.66666666666667,1.2,1.16666666666667,1.16666666666667,0.6,1,3.33333333333333,1.8,2.83333333333333,1.5,1,1.66666666666667,5.28571428571429,0
0,12,2,1,0,1,2,14,15,2,1,0,1,14,2,10347,9352,5644,5601,0.831775700934579,0.410526315789474,0.710365853658537,0.571942446043165,0.889221556886228,0.778846153846154,0.954954954954955,0.640883977900553,"Masculine",24,"Student","I make some time in my schedule to play video games.","I enjoy them and have played/watched others play them multiple times.",2,5,1,1,5,4,2,2,4,2,5,2,1,2,4,2,5,4,2,6,"0","0",2.83333333333333,0.2,1.5,0.333333333333333,1.4,2.16666666666667,1.83333333333333,0.2,2.16666666666667,3,0.8,2.83333333333333,5.28571428571429,0
1,14,1,1,1,1,2,12,13,3,0,0,1,13,3,8106,4026,5022,6515,0.814126394052045,0.363970588235294,0.561643835616438,0.525547445255474,0.93312101910828,0.901360544217687,0.944162436548223,0.666666666666667,"Masculine",25,"Student;Worker","I play video games occasionally when the opportunity presents itself.","I am not familiar with these games and/or have no formed opinion on them.",3,2,4,2,5,4,1,3,3,6,5,1,3,1,1,3,4,3,4,4,"1","1",0.833333333333333,0.4,0,1.33333333333333,0.4,0.333333333333333,0,0.6,1,0.833333333333333,0.4,0.833333333333333,6.14285714285714,0
0,13,2,1,2,1,1,13,15,2,1,0,3,12,1,7366,4229,5984,4626,0.949646643109541,0.431472081218274,0.774086378737541,0.669421487603306,0.791836734693877,0.887043189368771,0.908771929824561,0.521212121212121,"Masculine",19,"Student","I play video games occasionally when the opportunity presents itself.","I enjoy them and have played/watched others play them multiple times.",1,2,4,1,3,4,1,2,4,6,4,2,2,1,5,2,3,4,2,7,"3","1",1.66666666666667,1.6,2.33333333333333,2,1.2,3.33333333333333,2.16666666666667,0.8,2,2.66666666666667,1,3.16666666666667,5.85714285714286,0
1,12,2,1,1,1,1,14,15,3,0,0,3,14,0,9507,7061,9062,4504,0.824096385542169,0.466135458167331,0.780769230769231,0.615646258503401,0.892857142857143,0.859375,0.992530755711775,0.576687116564417,"Masculine",25,"Student","I play video games occasionally when the opportunity presents itself.","I enjoy them and have played/watched others play them multiple times.",1,5,2,1,3,4,2,2,4,4,5,1,2,2,1,2,3,4,2,5,"1","1",0.333333333333333,0,0.833333333333333,0.5,0,2.33333333333333,0.333333333333333,0.4,1.66666666666667,1.16666666666667,0,2.33333333333333,3.14285714285714,0
